SimulationName,Season,EnvType
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterHigh,1919,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterMid,1919,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterMid,1919,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterMid,1919,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1919,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1919,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterLow,1919,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterLow,1919,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterLow,1919,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1919,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterLow,1919,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingLateSoilWaterLow,1919,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1920,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1920,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterLow,1920,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1920,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1920,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1920,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterMid,1921,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterMid,1921,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterMid,1922,3
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterLow,1922,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterHigh,1923,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterLow,1923,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterLow,1924,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterLow,1924,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1924,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1924,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1924,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterLow,1924,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterHigh,1925,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterMid,1925,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterLow,1925,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1925,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1925,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterLow,1925,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterMid,1925,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterLow,1926,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingLateSoilWaterLow,1926,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterLow,1926,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterLow,1927,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterMid,1927,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1927,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterLow,1927,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1928,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterLow,1928,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1928,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterMid,1928,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterHigh,1928,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1928,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterHigh,1928,3
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterMid,1928,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingLateSoilWaterLow,1928,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterLow,1928,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterLow,1929,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1929,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1929,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterLow,1929,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterLow,1929,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterLow,1929,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterLow,1929,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterLow,1930,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1930,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1930,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1930,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterLow,1930,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1930,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingLateSoilWaterHigh,1931,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterMid,1931,3
ExperimentDarling Downs ESiteDalby_GC150MSowingLateSoilWaterMid,1931,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterLow,1931,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterLow,1932,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterLow,1932,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingLateSoilWaterLow,1932,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterMid,1933,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1933,3
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterLow,1933,3
ExperimentDarling Downs ESiteMiles_GC120SowingLateSoilWaterLow,1933,3
ExperimentDarling Downs ESiteDalby_GC150MSowingLateSoilWaterLow,1933,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterLow,1934,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterLow,1935,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1935,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1935,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1935,3
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterLow,1935,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1935,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1936,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1936,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1936,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterLow,1937,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1937,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterLow,1937,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1938,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterLow,1938,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1938,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1938,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1939,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1939,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1939,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterMid,1940,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterHigh,1940,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterHigh,1940,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterMid,1940,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterMid,1940,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterLow,1940,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterMid,1940,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterLow,1940,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterLow,1940,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1941,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1941,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterLow,1941,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterHigh,1942,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterMid,1944,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterHigh,1944,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1944,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1944,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1944,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterMid,1944,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterHigh,1944,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterLow,1944,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1944,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingMidSoilWaterLow,1944,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterMid,1944,3
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterLow,1944,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1944,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterMid,1945,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterLow,1945,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1945,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterLow,1945,3
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterLow,1946,3
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterLow,1946,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterLow,1946,3
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterLow,1946,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1946,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterHigh,1946,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterHigh,1946,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterMid,1946,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterMid,1946,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingMidSoilWaterLow,1947,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1947,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterLow,1947,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterLow,1947,3
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterLow,1947,3
ExperimentDarling Downs ESiteDalby_GC150MSowingLateSoilWaterLow,1947,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterLow,1947,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterHigh,1948,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterMid,1948,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterHigh,1948,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterMid,1948,3
ExperimentDarling Downs ESiteDalby_GC150MSowingMidSoilWaterMid,1948,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1948,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1948,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingMidSoilWaterLow,1948,3
ExperimentDarling Downs ESiteDalby_GC150MSowingMidSoilWaterLow,1948,3
ExperimentDarling Downs ESiteDalby_Vert180SowingMidSoilWaterLow,1948,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterLow,1948,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterLow,1948,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingEarlySoilWaterLow,1949,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingEarlySoilWaterLow,1949,3
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingEarlySoilWaterLow,1949,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1949,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterHigh,1949,3
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterHigh,1949,3
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterMid,1949,3
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterMid,1949,3
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterHigh,1949,3
ExperimentDarling Downs ESiteDalby_GC150MSowingMidSoilWaterMid,1949,3
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterHigh,1951,3
ExperimentDarling Downs ESiteDalby_Vert180SowingMidSoilWaterHigh,1951,3
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterLow,1951,3
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterMid,1951,3
ExperimentDarling Downs ESitePittsworth_GC150MSowingMidSoilWaterHigh,1951,3
ExperimentDarling Downs ESiteDalby_Vert180SowingMidSoilWaterMid,1951,3
