SimulationName,Season,EnvType
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterMid,1912,1
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterMid,1912,1
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterHigh,1912,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterMid,1913,1
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingLateSoilWaterMid,1913,1
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1913,1
ExperimentDarling Downs ESiteMiles_GC120SowingLateSoilWaterMid,1913,1
ExperimentDarling Downs ESiteMiles_GC120SowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterLow,1913,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterMid,1913,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterMid,1913,1
ExperimentDarling Downs ESiteDalby_GC150MSowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingLateSoilWaterMid,1913,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingLateSoilWaterHigh,1913,1
ExperimentDarling Downs ESiteMiles_GC120SowingLateSoilWaterMid,1915,1
ExperimentDarling Downs ESiteMiles_GC120SowingLateSoilWaterHigh,1915,1
ExperimentDarling Downs ESiteMiles_GC120SowingLateSoilWaterLow,1915,1
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterLow,1915,1
ExperimentDarling Downs ESiteDalby_GC150MSowingLateSoilWaterLow,1915,1
ExperimentDarling Downs ESiteDalby_GC150MSowingLateSoilWaterMid,1915,1
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterMid,1915,1
ExperimentDarling Downs ESiteDalby_GC150MSowingLateSoilWaterHigh,1915,1
ExperimentDarling Downs ESiteDalby_Vert180SowingLateSoilWaterHigh,1915,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterMid,1915,1
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterMid,1915,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterHigh,1915,1
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingLateSoilWaterHigh,1915,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingLateSoilWaterLow,1915,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingLateSoilWaterLow,1915,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingLateSoilWaterMid,1915,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingLateSoilWaterHigh,1915,1
ExperimentDarling Downs ESiteMiles_GC120SowingEarlySoilWaterHigh,1916,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterMid,1916,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingEarlySoilWaterHigh,1916,1
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterMid,1916,1
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterMid,1916,1
ExperimentDarling Downs ESiteDalby_GC150MSowingEarlySoilWaterHigh,1916,1
ExperimentDarling Downs ESiteDalby_Vert180SowingEarlySoilWaterHigh,1916,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterMid,1916,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterLow,1916,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingEarlySoilWaterHigh,1916,1
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterMid,1916,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterMid,1916,1
ExperimentDarling Downs SW P2SiteMoree_GC150HSowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterMid,1916,1
ExperimentDarling Downs ESiteMiles_GC120SowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterMid,1916,1
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterMid,1916,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs ESiteDalby_Vert180SowingMidSoilWaterMid,1916,1
ExperimentDarling Downs ESiteDalby_GC150MSowingMidSoilWaterMid,1916,1
ExperimentDarling Downs ESiteDalby_GC150MSowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs ESiteDalby_Vert180SowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs SW P1SiteGoondiwindi_GC120SowingMidSoilWaterLow,1916,1
ExperimentDarling Downs ESiteDalby_Vert180SowingMidSoilWaterLow,1916,1
ExperimentDarling Downs SW P1SiteGoondiwindi_RC140SowingMidSoilWaterLow,1916,1
ExperimentDarling Downs ESiteDalby_GC150MSowingMidSoilWaterLow,1916,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingMidSoilWaterLow,1916,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingMidSoilWaterMid,1916,1
ExperimentDarling Downs ESitePittsworth_GC150MSowingMidSoilWaterHigh,1916,1
ExperimentDarling Downs SW P2SiteMoree_Vert200SowingLateSoilWaterMid,1916,1
